id,text,created_at,retweeted,in_reply_to_screen_name,in_reply_to_status_id,retweeted_screen_name,quoted_status_screen_name,source,retweet_count,screen_name,followers_count,friends_count
582962644333805571,RT @mitchgrassi: happy #transdayofvisibility! 💕☁️,Tue Mar 31 17:48:19 +0000 2015,False,,,mitchgrassi,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,dadtrash,2786,461
582962643851431936,RT @mitchgrassi: happy #transdayofvisibility! 💕☁️,Tue Mar 31 17:48:19 +0000 2015,False,,,mitchgrassi,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,powerfierro,2195,2003
582962643780165632,RT @mitchgrassi: happy #transdayofvisibility! 💕☁️,Tue Mar 31 17:48:19 +0000 2015,False,,,mitchgrassi,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,kaatiemaajor,259,631
582962642538643456,RT @mitchgrassi: happy #transdayofvisibility! 💕☁️,Tue Mar 31 17:48:19 +0000 2015,False,,,mitchgrassi,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,docta_death,125,290
582962642249216000,RT @mitchgrassi: happy #transdayofvisibility! 💕☁️,Tue Mar 31 17:48:19 +0000 2015,False,,,mitchgrassi,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,MaddiAnnalee,107,489
582962641758486528,RT @mitchgrassi: happy #transdayofvisibility! 💕☁️,Tue Mar 31 17:48:19 +0000 2015,False,,,mitchgrassi,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,KittehKaffee,167,569
582962641708167170,RT @mitchgrassi: happy #transdayofvisibility! 💕☁️,Tue Mar 31 17:48:19 +0000 2015,False,,,mitchgrassi,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,Deathrose911,52,229
582962641171288064,RT @mitchgrassi: happy #transdayofvisibility! 💕☁️,Tue Mar 31 17:48:19 +0000 2015,False,,,mitchgrassi,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,ptxmisha,1570,837
582962640919633920,RT @mitchgrassi: happy #transdayofvisibility! 💕☁️,Tue Mar 31 17:48:19 +0000 2015,False,,,mitchgrassi,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,b_bear_dancer,496,749
582962640869330944,RT @mitchgrassi: happy #transdayofvisibility! 💕☁️,Tue Mar 31 17:48:19 +0000 2015,False,,,mitchgrassi,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,sup3robsessed,651,492
582962640596656128,RT @0fhounds: HE/HIM THEY/THEM #transdayofvisibility #tdov #tdov2015 http://t.co/N9PcEGgHIs,Tue Mar 31 17:48:19 +0000 2015,False,,,silmariIs,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,gayeass,720,59
582962640550567936,RT @mitchgrassi: happy #transdayofvisibility! 💕☁️,Tue Mar 31 17:48:19 +0000 2015,False,,,mitchgrassi,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,imafruitfly,22,64
582962639711682560,RT @mitchgrassi: happy #transdayofvisibility! 💕☁️,Tue Mar 31 17:48:18 +0000 2015,False,,,mitchgrassi,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,_notjeon,1112,74
582962639405494272,"RT @grimalkinrn: On this #transdayofvisibility, a reminder: transphobia kills. 40% of trans folk will attempt suicide.",Tue Mar 31 17:48:18 +0000 2015,False,,,grimalkinrn,,"<a href=""http://itunes.apple.com/us/app/twitter/id409789998?mt=12"" rel=""nofollow"">Twitter for Mac</a>",0,spellinglarva,260,873
582962638973472768,#transdayofvisibility,Tue Mar 31 17:48:18 +0000 2015,False,,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",0,HeartBeatsMiley,42088,177
582962638554050560,RT @mitchgrassi: happy #transdayofvisibility! 💕☁️,Tue Mar 31 17:48:18 +0000 2015,False,,,mitchgrassi,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,Stephanie_Bob33,3312,1353
582962638210117632,RT @mitchgrassi: happy #transdayofvisibility! 💕☁️,Tue Mar 31 17:48:18 +0000 2015,False,,,mitchgrassi,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,yoonjeonqhn,4362,297
582962637014732800,RT @mitchgrassi: happy #transdayofvisibility! 💕☁️,Tue Mar 31 17:48:18 +0000 2015,False,,,mitchgrassi,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,lousechester,3048,2281
582962636884676608,RT @mitchgrassi: happy #transdayofvisibility! 💕☁️,Tue Mar 31 17:48:18 +0000 2015,False,,,mitchgrassi,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,artrealla,109,407
582962636859506688,"RT @beardelacreme: today is NOT just for binary, passing trans people, it is for ALL trans people. don't make this exclusionary #transdayof…",Tue Mar 31 17:48:18 +0000 2015,False,,,dollbambs,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,ToriLanglands,449,228
582962636855316481,RT @mitchgrassi: happy #transdayofvisibility! 💕☁️,Tue Mar 31 17:48:18 +0000 2015,False,,,mitchgrassi,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,radmanradindeed,233,924
582962636532371456,RT @mitchgrassi: happy #transdayofvisibility! 💕☁️,Tue Mar 31 17:48:18 +0000 2015,False,,,mitchgrassi,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,emmilost95,152,129
582962636276527104,RT @mitchgrassi: happy #transdayofvisibility! 💕☁️,Tue Mar 31 17:48:18 +0000 2015,False,,,mitchgrassi,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,oliveaisfierce,344,464
582962635756437504,RT @mitchgrassi: happy #transdayofvisibility! 💕☁️,Tue Mar 31 17:48:17 +0000 2015,False,,,mitchgrassi,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,allison_ptx,1220,1719
582962635211173889,RT @mitchgrassi: happy #transdayofvisibility! 💕☁️,Tue Mar 31 17:48:17 +0000 2015,False,,,mitchgrassi,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,KenzietheKittyX,463,1009
582962634120646656,RT @mitchgrassi: happy #transdayofvisibility! 💕☁️,Tue Mar 31 17:48:17 +0000 2015,False,,,mitchgrassi,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,hattie1112,240,856
582962634024161281,RT @mitchgrassi: happy #transdayofvisibility! 💕☁️,Tue Mar 31 17:48:17 +0000 2015,False,,,mitchgrassi,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,shutupilu,1330,93
582962633848057856,RT @mitchgrassi: happy #transdayofvisibility! 💕☁️,Tue Mar 31 17:48:17 +0000 2015,False,,,mitchgrassi,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,HeyItsCheyyyy,3540,3359
582962633109848064,RT @mitchgrassi: happy #transdayofvisibility! 💕☁️,Tue Mar 31 17:48:17 +0000 2015,False,,,mitchgrassi,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,suavikaplan,1282,761
582962633105633280,RT @NlGHTSHADY: #transdayofvisibility they/she/he if we're close http://t.co/jwbqy9fmXz,Tue Mar 31 17:48:17 +0000 2015,False,,,NECROMANClNG,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,taraa_dactyyyl,2050,538
582962633059536896,My hope on this #transdayofvisibility is that those times are drawing to a close.,Tue Mar 31 17:48:17 +0000 2015,False,parabasis,582962487823306752,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",0,parabasis,5172,2706
582962632547762176,"RT @grimalkinrn: By changing the way we practice healthcare, we could save more lives than we could ever imagine. #transdayofvisibility",Tue Mar 31 17:48:17 +0000 2015,False,,,grimalkinrn,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,Makaylastalks,164,582
582962630781960192,RT @mitchgrassi: happy #transdayofvisibility! 💕☁️,Tue Mar 31 17:48:16 +0000 2015,False,,,mitchgrassi,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,akfarina_,1298,2026
582962630702342144,RT @mitchgrassi: happy #transdayofvisibility! 💕☁️,Tue Mar 31 17:48:16 +0000 2015,False,,,mitchgrassi,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",0,deagu_rap,649,550
582962630442258434,#transdayofvisibility allowed me to figure out so much about myself and i am so greatful,Tue Mar 31 17:48:16 +0000 2015,False,pansyprxp,582894039713845249,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",2,pansyprxp,1934,389
582962630001819649,"RT @FurSwag: “@STRAlGHTPERSON: happy #transdayofvisibility! trans ppl quote this w a selfie so we can all cry over ur beauty"" he http://t.c…",Tue Mar 31 17:48:16 +0000 2015,False,,,FurSwag,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,GOTHKlTTENS,376,586
582962629989273600,RT @WilliamShatner: Today is #TransDayOfVisibility,Tue Mar 31 17:48:16 +0000 2015,False,,,WilliamShatner,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,LaurenBabad,498,48
582962628827414528,RT @glaad: It's #TransDayofVisibility. Join us in celebrating the trans community! http://t.co/e9REEV63I8 #TDOV #TDoV2015 http://t.co/LX4cr…,Tue Mar 31 17:48:16 +0000 2015,False,,,glaad,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,aidenleslie,34473,31579
582962628806459394,RT @mitchgrassi: happy #transdayofvisibility! 💕☁️,Tue Mar 31 17:48:16 +0000 2015,False,,,mitchgrassi,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,ptxmelissa_,361,119
582962628428959747,RT @mitchgrassi: happy #transdayofvisibility! 💕☁️,Tue Mar 31 17:48:16 +0000 2015,False,,,mitchgrassi,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,Nipsstagram,24145,21715
582962627892084736,RT @mitchgrassi: happy #transdayofvisibility! 💕☁️,Tue Mar 31 17:48:16 +0000 2015,False,,,mitchgrassi,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,Graciee_Clarkee,361,77
582962627854397440,RT @mitchgrassi: happy #transdayofvisibility! 💕☁️,Tue Mar 31 17:48:16 +0000 2015,False,,,mitchgrassi,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,infinitetroyler,351,508
582962626050846720,RT @mitchgrassi: happy #transdayofvisibility! 💕☁️,Tue Mar 31 17:48:15 +0000 2015,False,,,mitchgrassi,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,AmyaBrice,140,382
582962625618817024,RT @mitchgrassi: happy #transdayofvisibility! 💕☁️,Tue Mar 31 17:48:15 +0000 2015,False,,,mitchgrassi,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,WowItsSherry,334,332
582962622468907008,RT @pixts: ines rau — #transdayofvisibility http://t.co/NEgv4yHzE5,Tue Mar 31 17:48:14 +0000 2015,False,,,pixts,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,70spussy,839,114
582962621760036864,RT @vantothefloor: happy #transdayofvisibility from ur fave gender neutral boy http://t.co/0cMfrNTJMF,Tue Mar 31 17:48:14 +0000 2015,False,,,vantothefloor,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,gospelsivan,547,149
582962621508411393,RT @beardelacreme: we should not need to 'pass' to be respected. how cis people perceive us does not define us. #transdayofvisibility,Tue Mar 31 17:48:14 +0000 2015,False,,,dollbambs,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,ToriLanglands,449,228
582962621252571136,"RT @Adamant_Yves: I salute and support all of my lovely trans brothers, sisters, and family on this beautiful #TransDayOfVisibility.

Prosp…",Tue Mar 31 17:48:14 +0000 2015,False,,,AdamantxYves,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,nathanshowalter,190,519
582962620531118080,RT @mitchgrassi: happy #transdayofvisibility! 💕☁️,Tue Mar 31 17:48:14 +0000 2015,False,,,mitchgrassi,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,NorwegianFace,316,93
582962620170412032,RT @NOH8Campaign: Today is #TransDayOfVisibility. Celebrate the 'T' in LGBT: share your stories and make your voices heard! #NOH8 #TDOV htt…,Tue Mar 31 17:48:14 +0000 2015,False,,,NOH8Campaign,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,PalmersRus,718,217
582962618345897986,RT @vortexsophia: #transdayofvisibility #transitiontimeline @vortexsophia Sophia 1 Year HRT http://t.co/VMaEyznX5T,Tue Mar 31 17:48:13 +0000 2015,False,,,vortexsophia,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,SamMayAmerio1,97,436
582962617339260928,RT @WilliamShatner: Today is #TransDayOfVisibility,Tue Mar 31 17:48:13 +0000 2015,False,,,WilliamShatner,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,libra_antics_,424,303
582962616248770560,RT @NOH8Campaign: Today is #TransDayOfVisibility. Celebrate the 'T' in LGBT: share your stories and make your voices heard! #NOH8 #TDOV htt…,Tue Mar 31 17:48:13 +0000 2015,False,,,NOH8Campaign,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,androullastyli1,1149,1117
582962615200178177,"Cheering for everyone participating in #transdayofvisibility. You matter, your lives are precious, and you are loved.",Tue Mar 31 17:48:13 +0000 2015,False,,,,,"<a href=""http://www.handmark.com"" rel=""nofollow"">TweetCaster for iOS</a>",0,kristhomas,351,447
582962613669273600,"RT @grimalkinrn: On this #transdayofvisibility, a reminder: transphobia kills. 40% of trans folk will attempt suicide.",Tue Mar 31 17:48:12 +0000 2015,False,,,grimalkinrn,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,MaraWilson,402948,5507
582962610385096705,outfit is killin it today!!!! #transdayofvisibility (he/his)!!! http://t.co/fRuHfAPhsp,Tue Mar 31 17:48:11 +0000 2015,False,,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,kazuhira420,103,701
582962607197429760,RT @GLEEPwCUK: In honour of #TransDayofVisibility we invite you to celebrate what it means to be transgender at #TalksTrans http://t.co/AjV…,Tue Mar 31 17:48:11 +0000 2015,False,,,GLEEPwCUK,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",0,megs_key,1163,516
582962604940914688,happy #transdayofvisibility! 💕☁️,Tue Mar 31 17:48:10 +0000 2015,False,,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",902,mitchgrassi,553628,913
582962603347066880,RT @tyleroakley: Hope my followers check out #transdayofvisibility. Visibility is important. Listen to &amp; amplify trans experiences. http://…,Tue Mar 31 17:48:10 +0000 2015,False,,,tyleroakley,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,annieboesoe,45,102
582962597827338240,RT @NOH8Campaign: Today is #TransDayOfVisibility. Celebrate the 'T' in LGBT: share your stories and make your voices heard! #NOH8 #TDOV htt…,Tue Mar 31 17:48:08 +0000 2015,False,,,NOH8Campaign,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",0,milkynavin,358,243
582962593301733377,RT @LaurakBuzz: Here's some stats on why #transdayofvisibility is important. http://t.co/OUtU74Lv5y,Tue Mar 31 17:48:07 +0000 2015,False,,,LaurakBuzz,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,Zastrick,29,73
582962590738980865,Happy #TransDayofVisibility! http://t.co/kQBWluOSf9,Tue Mar 31 17:48:07 +0000 2015,False,,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,Hadslay_,40,295
582962590382452736,"RT @theOFFICIALmilf: #TransDayOfVisibility Marsha P. Johnson,Sylvia Rivera,Miss Major-those names are behind the Stonewall Riots and the im…",Tue Mar 31 17:48:07 +0000 2015,False,,,theOFFICIALmilf,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",0,AnneWHilborn,11805,2031
582962589887557632,"RT @singgedichte: #transdayofvisibility
https://t.co/vacNuSseWq",Tue Mar 31 17:48:07 +0000 2015,False,,,singgedichte,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",0,bokaen,300,383
582962589036072960,RT @transprincessCA: Fucks are saying demigirls don't exist. Here's photographic evidence they do. #transdayofvisibility http://t.co/KUZ6kS…,Tue Mar 31 17:48:06 +0000 2015,False,,,josiemanhattan,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,SamMayAmerio1,97,436
582962578432925696,RT @nonbinaryremus: #transdayofvisibility wow i'm ready (he/him) http://t.co/r4Zfrck0Xo,Tue Mar 31 17:48:04 +0000 2015,False,,,nonbinaryremus,,"<a href=""http://www.twitter.com"" rel=""nofollow"">Twitter for Windows Phone</a>",0,kelsea_fangirl8,82,193
582962575463321600,RT @theOFFICIALmilf: #TransDayofVisibility never forget that trans women of color started the Stonewall Riots. mainstream LGB media has.,Tue Mar 31 17:48:03 +0000 2015,False,,,theOFFICIALmilf,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",0,AnneWHilborn,11805,2031
582962574033084416,RT @snoozyloser: #transdayofvisibility my boyf may be cis but he loves and accepts me as his demigirlfriend no matter what 💘🌼 http://t.co/3…,Tue Mar 31 17:48:03 +0000 2015,False,,,horseys420,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,kayalmghty,1494,234
582962573957529600,"RT @transcvlt: ""@lxzyfemme: For #transdayofvisibility could I have my trans people of color quote with a selfie? 💕"" http://t.co/drLFhJs1OO",Tue Mar 31 17:48:03 +0000 2015,False,,,saglegend,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,anh1977,844,128
582962572997033984,RT @EW: A revolution is taking place to bring more transgender stories to TV: http://t.co/NPkudlQ4Xx #transdayofvisibility http://t.co/kNj6…,Tue Mar 31 17:48:02 +0000 2015,False,,,EW,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,_Sambamxo,1974,143
582962572867055616,Happy #transdayofvisibility ✌,Tue Mar 31 17:48:02 +0000 2015,False,,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,Shrxna,850,1018
582962572200173569,"I hope every trans and nonbinary person has a safe, happy day. 
#transdayofvisibility",Tue Mar 31 17:48:02 +0000 2015,False,,,,,"<a href=""http://www.facebook.com/twitter"" rel=""nofollow"">Facebook</a>",0,piercegordon1,278,481
582962570857943040,"RT @megturney: Happy #TransDayofVisibility - Remember, no matter what hatred or hardship comes your way, you have my love and support alway…",Tue Mar 31 17:48:02 +0000 2015,False,,,megturney,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,AdamTLyon,208,259
582962564906270721,"""@Lil_Serket: #transdayofvisibility (they/them) http://t.co/axTYdS0cbB""
My beautiful Danny bae 😻😻😻😻😻😻😻😻😻💜💜💜💜💜💜",Tue Mar 31 17:48:01 +0000 2015,False,,,,,"<a href=""https://twitter.com/download/android"" rel=""nofollow"">Twitter for Android Tablets</a>",0,KittenKuteness,880,1146
582962562184142849,RT @NOH8Campaign: Today is #TransDayOfVisibility. Celebrate the 'T' in LGBT: share your stories and make your voices heard! #NOH8 #TDOV htt…,Tue Mar 31 17:48:00 +0000 2015,False,,,NOH8Campaign,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",0,RescuingLittleL,5663,6148
582962562133786624,RT @glaad: It's #TransDayofVisibility. Join us in celebrating the trans community! http://t.co/e9REEV63I8 #TDOV #TDoV2015 http://t.co/LX4cr…,Tue Mar 31 17:48:00 +0000 2015,False,,,glaad,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",0,Mosanders,5162,2418
582962557352337408,"RT @WipeHomophobia: It’s Trans Day of Visibility today, find out more from #TDOV #TDoV2015 #transdayofvisibility @WipeTransphobia http://t.…",Tue Mar 31 17:47:59 +0000 2015,False,,,WipeHomophobia,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",0,tilsunny,1342,2704
582962556513488896,I just used #transdayofvisibility as a way to hit on ppl wow nice,Tue Mar 31 17:47:59 +0000 2015,False,,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,HUMlLlTY,2398,486
582962554286301185,RT @suspiciousbug: “@STRAlGHTPERSON: happy #transdayofvisibility! trans ppl quote this w a selfie so we can all cry over ur beauty !!!!” ht…,Tue Mar 31 17:47:58 +0000 2015,False,,,Iynx_prince,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",0,bokhesh,1583,191
582962553564823552,"RT @WipeHomophobia: It’s Trans Day of Visibility today, find out more from #TDOV #TDoV2015 #transdayofvisibility @WipeTransphobia http://t.…",Tue Mar 31 17:47:58 +0000 2015,False,,,WipeHomophobia,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",0,karloluvspandas,1333,249
582962552872837121,"RT @MeowingIsWeak: give em hell , kid #transdayofvisibility http://t.co/x29HXvKO14",Tue Mar 31 17:47:58 +0000 2015,False,,,CRAFTYNAGGIN,,"<a href=""http://blackberry.com/twitter"" rel=""nofollow"">Twitter for BlackBerry®</a>",0,gothpromqueen,4120,228
582962551505436672,Also happy #TransDayofVisibility. You're beautiful/handsome/amazing and you certainly don't need this shrimp to tell you that.,Tue Mar 31 17:47:57 +0000 2015,False,,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1,facetiousalex,107,207
582962550788227072,"RT @themrmilan: On our way to @HuffPostLive to discuss #thisisluv, #transdayofvisibility and violence against #twoc Tune in at 1:30 est @Wa…",Tue Mar 31 17:47:57 +0000 2015,False,,,TheMrMilan,,"<a href=""http://www.tweetcaster.com"" rel=""nofollow"">TweetCaster for Android</a>",0,IamGMJohnson,18190,1358
582962546065469440,"RT @WipeHomophobia: It’s Trans Day of Visibility today, find out more from #TDOV #TDoV2015 #transdayofvisibility @WipeTransphobia http://t.…",Tue Mar 31 17:47:56 +0000 2015,False,,,WipeHomophobia,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",0,androullastyli1,1149,1117
582962545536962560,"RT @tywrent: people are not ""biologically"" M/F.
we are assigned genders at birth. those assignments are incorrect for trans folks. #transda…",Tue Mar 31 17:47:56 +0000 2015,False,,,tywrent,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",0,serenepiaf,295,49
582962544303816704,"#transdayofvisibility YAAS bitches so happy this is trending,much love for all my trans brothers and sister out there!",Tue Mar 31 17:47:56 +0000 2015,False,,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",0,EeToise,149,172
582962541049036800,"RT @WipeHomophobia: It’s Trans Day of Visibility today, find out more from #TDOV #TDoV2015 #transdayofvisibility @WipeTransphobia http://t.…",Tue Mar 31 17:47:55 +0000 2015,False,,,WipeHomophobia,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",0,karloluvspandas,1333,249
582962541040676864,"RT @feministculture: Happy #transdayofvisibility, don't forget to support trans men/women everywhere for their incredible courage. http://t…",Tue Mar 31 17:47:55 +0000 2015,False,,,feministculture,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,aIeksanders,5909,1681
582962540960985088,RT @IdaHammer: Trans people are more than just trans. Make sure you see the whole person and all their multiple identities. #transdayofvisi…,Tue Mar 31 17:47:55 +0000 2015,False,,,IdaHammer,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",0,meowitch666,5010,5458
582962537869758467,RT @deray: #TransDayOfVisibility.,Tue Mar 31 17:47:54 +0000 2015,False,,,deray,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,Ekomikaze,1369,233
582962533570600961,RT @autostraddle: .@lunchinthepark made you a #TransDayofVisibility playlist! Tune in to these trans artists: http://t.co/kEUKXJyInF http:/…,Tue Mar 31 17:47:53 +0000 2015,False,,,autostraddle,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>",0,IAmKatyLees,736,2552
582962530001248257,RT @deray: #TransDayOfVisibility.,Tue Mar 31 17:47:52 +0000 2015,False,,,deray,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,a_standal,3514,3854
582962527212011521,RT @LeilaRoberts: Remember yr history on #transdayofvisibility: #trans women at forefront of #LGBT rights http://t.co/XRHOvE1D2u #tdov http…,Tue Mar 31 17:47:52 +0000 2015,False,,,LeilaRoberts,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",0,meowitch666,5010,5458
582962523806240768,RT @NlGHTSHADY: #transdayofvisibility they/she/he if we're close http://t.co/jwbqy9fmXz,Tue Mar 31 17:47:51 +0000 2015,False,,,NECROMANClNG,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,princefeminist,294,432
582962522954792960,glasses bc allergies #transdayofvisibility http://t.co/AlL1dYAbEB,Tue Mar 31 17:47:51 +0000 2015,False,,,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",1,chulllie,410,1516
582962520702451712,"happy #transdayofvisibility!!! you are all beautiful so beautiful, all my love and support always ♥♥",Tue Mar 31 17:47:50 +0000 2015,False,,,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",0,sungjyeol,1260,9
582962516613062656,RT @pixts: ines rau — #transdayofvisibility http://t.co/NEgv4yHzE5,Tue Mar 31 17:47:49 +0000 2015,False,,,pixts,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",0,lolokbye,3293,3356
582962513207234560,"RT @WipeHomophobia: It’s Trans Day of Visibility today, find out more from #TDOV #TDoV2015 #transdayofvisibility @WipeTransphobia http://t.…",Tue Mar 31 17:47:48 +0000 2015,False,,,WipeHomophobia,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",0,karloluvspandas,1333,249
